kHz,Time(UTC),Days,ITU, Station ,Lng,Target, Remarks ,P,Start,Stop, Input     , Type ,Tone Out,Tone In, Alpha Tag , Mode , Tag ,County,City,Agency,Notes,Source,EchoLink(E),IRLP(I),WideArea(x),ARES(s)
444050.000,,,,KF6QYJ,,,Coordinated,,,,449.05,,,127.3,SLOECC,FMN,Ham,,SanLuisObispo,,o127.3elrsx,narcc.org,,,y,y
444050.000,,,,KB6FEC,,,Coordinated,,,,449.05,,,,KB6FEC,FMN,Ham,,San Jose,,cals,narcc.org,,,,y
444075.000,,,,WB6ORK,,,Not Coordinated,,,,449.075,,,,WB6ORK,FMN,Ham,,King City,,#celsx,narcc.org,,,y,y
444100.000,,,,KD6EKH,,,Coordinated,,,,449.1,,,127.3,SLOECC,FMN,Ham,,San Simeon,,o127.3elrsx,narcc.org,,,y,y
444100.000,,,,N6TLQ,,,Not Coordinated,,,,449.1,,,,N6TLQ,FMN,Ham,,San Jose,,#cer,narcc.org,,,,
444150.000,,,,W6SLO,,,Coordinated,,,,449.15,,,127.3,SLOECC,FMN,Ham,,SantaMargarita,,o127.3elrsx,narcc.org,,,y,y
444175.000,,,,WA6RQX,,,Coordinated,,,,449.175,,,192.8,WA6RQX,FMN,Ham,,San Jose,,o192.8elrx,narcc.org,,,y,
444200.000,,,,KJ6WZS,,,Coordinated,,,,449.2,,,123,GilroyRPTR,FMN,Ham,,Gilroy,,o123.0e,narcc.org,,,,
444225.000,,,,KE6JTK,,,Not Coordinated,,,,449.225,,,131.8,KE6JTK,FMN,Ham,,LosAltosHills,,#o131.8aex,narcc.org,,,y,
444275.000,,,,N6SPD,,,Coordinated,,,,449.275,,,100,N6SPD RG,FMN,Ham,,Monterey,,o100.0aelrsx,narcc.org,,I:3589,y,y
444275.000,,,,WA6VPL,,,Coordinated,,,,449.275,,,,WA6VPL,FMN,Ham,,Nipomo,,c,narcc.org,,,,
444300.000,,,,W7AFG,,,Coordinated,,,,449.3,,,173.8,AREA-Amate,FMN,Ham,,San Jose,,o173.8ersx,narcc.org,,,y,y
444300.000,,,,W7AFG,,,Coordinated,,,,449.3,,,162.2,AREA-Amate,FMN,Ham,,San Jose,,o162.2aers,narcc.org,,,,y
444325.000,,,,KD6AOG,,,Not Coordinated,,,,449.325,,,127.3,KD6AOG,FMN,Ham,,San Jose,,#o127.3,narcc.org,,,,
444350.000,,,,KJ6VU,,,Coordinated,,,,449.35,,,,NCCRA,FMN,Ham,,Palo Alto,,celx,narcc.org,,,y,
444375.000,,,,WA6RQX,,,Coordinated,,,,449.375,,,100,WEST COAST,FMN,Ham,,Soledad,,o100.0er,narcc.org,,,,
444375.000,,,,N6INC,,,Coordinated,,,,449.375,,,,KQ6RC,FMN,Ham,,Milpitas,,cl,narcc.org,,,,
444400.000,,,,WA6YCZ,,,Coordinated,,,,449.4,,,,BAYCOM,FMN,Ham,,San Jose,,celx,narcc.org,,,y,
444425.000,,,,KJ6VU,,,Coordinated,,,,449.425,,,127.3,Bay-Net,FMN,Ham,,Palo Alto,,o127.3ersx,narcc.org,,,y,
444450.000,,,,WB6JSO,,,Coordinated,,,,449.45,,,100,WB6JSO,FMN,Ham,,San Jose,,o100.0e,narcc.org,,,,
444475.000,,,,W6FM,,,Coordinated,,,,449.475,,,,W6FM,FMN,Ham,,SanLuisObispo,,celx,narcc.org,,,y,
444525.000,,,,W6FM,,,Coordinated,,,,449.525,,,127.3,W6FM,FMN,Ham,,SanLuisObispo,,o127.3ex,narcc.org,E:68906,I:5570,y,
444525.000,,,,W6JSO,,,Coordinated,,,,449.525,,,123,W6JSO,FMN,Ham,,Monterey,,o123.0ersx,narcc.org,,I:3091,y,y
444550.000,,,,W6FM,,,Coordinated,,,,449.55,,,,W6FM,FMN,Ham,,King City,,cex,narcc.org,,,y,
444600.000,,,,KB6BF,,,Coordinated,,,,449.6,,,131.8,KB6BF,FMN,Ham,,Pismo Beach,,o131.8e,narcc.org,,,,
444600.000,,,,WB6OQS,,,Coordinated,,,,449.6,,,141.3,SCVRS,FMN,Ham,,San Jose,,o141.3alx,narcc.org,,,y,
444625.000,,,,N6NAC,,,Coordinated,,,,449.625,,,110.9,N6NAC,FMN,Ham,,San Jose,,o110.9aelsx,narcc.org,,,y,y
444700.000,,,,K6LY,,,Not Coordinated,,,,449.7,,,123,NPSARC,FMN,Ham,,Monterey,,o123.0ers,narcc.org,E:39310,I:3139,,y
444700.000,,,,KB6Q,,,Not Coordinated,,,,449.7,,,100,KB6Q,FMN,Ham,,Nipomo,,#o100.0e,narcc.org,,,,
444700.000,,,,WB6KHP,,,Coordinated,,,,449.7,,,127.3,CFMA,FMN,Ham,,San Jose,,o127.3,narcc.org,E:525493,I:3246,,
444750.000,,,,N9JIM,,,Coordinated,,,,449.75,,,100,K6LHE,FMN,Ham,,San Jose,,o100.0e,narcc.org,,,,
444800.000,,,,WA6VPL,,,Coordinated,,,,449.8,,,,WA6VPL,FMN,Ham,,Lompoc,,cls,narcc.org,,,,y
444800.000,,,,WA6GEL,,,Coordinated,,,,449.8,,,,Red Carpet,FMN,Ham,,San Jose,,ce,narcc.org,,,,
444875.000,,,,KQ6RC,,,Coordinated,,,,449.875,,,,KQ6RC,FMN,Ham,,Santa Clara,,celx,narcc.org,,,y,
444900.000,,,,KC6WRD,,,Coordinated,,,,449.9,,,,FCC,FMN,Ham,,SanLuisObispo,,ce,narcc.org,,,,
444900.000,,,,KU6V,,,Coordinated,,,,449.9,,,110.9,KU6V,FMN,Ham,,San Jose,,o110.9elx,narcc.org, E:114065,I:3620,y,
444925.000,,,,KB6LCS,,,Coordinated,,,,449.925,,,156.7,WA6HWT,FMN,Ham,,Los Gatos,,o156.7elx,narcc.org,,,y,
444950.000,,,,KB6LED,,,Coordinated,,,,449.95,,,162.2,KB6LED,FMN,Ham,,Palo Alto,,o162.2ex,narcc.org,E:45808,,y,
444975.000,,,,WB6MIA,,,Coordinated,,,,449.975,,,127.3,SLOECC,FMN,Ham,,Los Osos,,o127.3ers,narcc.org,,,,y
444975.000,,,,WB6KHP,,,Coordinated,,,,449.975,,,127.3,CFMA,FMN,Ham,,Los Gatos,,o127.3ex,narcc.org,,,y,
451588.000,,,,WPLT483 ,,,District Operations ,,,,,M,,,SVWD MOB,FM ,Utilities ,Santa Cruz,Scotts Valley,Water,,RadioReference,,,,
453600.000,,,,WNYW379 ,,,Civic Auditorium Ops ,,,,,BM,,,StnaCruzCiv,FM ,Public Works ,Santa Cruz,Santa Cruz,,,RadioReference,,,,
456438.000,,,,WPLT483 ,,,District Operations ,,,,,M,,,SVWD MOB,FM ,Utilities ,Santa Cruz,Scotts Valley,Water,,RadioReference,,,,
456538.000,,,,WPLT483 ,,,District Operations ,,,,,M,,,SVWD MOB,FM ,Utilities,Santa Cruz,Scotts Valley,Water,,RadioReference,,,,
460925.000,,,,,,,Ch. 6 Tactical ,,,,,M,82.5 PL,,FirstAlarm 6,FM ,Security ,Santa Cruz,,First Alarm,,RadioReference,,,,
460975.000,,,,,,,Ch. 1 Monterey Peninsula Primary ,,,,465.975,RM,82.5 PL,,FirstAlarm 1,FM ,Security ,Santa Cruz,,First Alarm,,RadioReference,,,,
460975.000,,,,,,,Ch. 3 Carmel and South Monterey Primary ,,,,465.975,RM,025 DPL,,FirstAlarm 3,FM ,Security ,Santa Cruz,,First Alarm,,RadioReference,,,,
460975.000,,,,,,,Ch. 5 Talk-Around ,,,,,M,,,FirstAlarm 5,FM ,Security ,Santa Cruz,,First Alarm,,RadioReference,,,,
461000.000,,,,,,,"Ch. 2 Santa Cruz, South Bay and Gilroy Primary ",,,,466,RM,179.9 PL,,FirstAlarm 2,FM ,Security ,Santa Cruz,,First Alarm,,RadioReference,,,,
461250.000,,,,,,,Ch. 4 Salinas and Holister Primary ,,,,,,123.0 PL,,FirstAlarm 4,FM ,Security ,Santa Cruz,,First Alarm,,RadioReference,,,,
464450.000,,,,KNDV259 ,,,Community Bridges (Aptos) ,,,,469.45,RM,,,Dial-A-Ride,FM ,Transportation ,Santa Cruz,,,,RadioReference,,,,
464625.000,,,,,,,Southwest Airlines Ops,,,,,,,,,,Air,,,SJC,,liveatc.net,,,,
927025.000,,,,WA6JQV,,,Coordinated,,,,902.025,,,,WA6JQV,FMN,Ham,,Los Gatos,,celx,narcc.org,,,y,
927050.000,,,,K6DND,,,Coordinated,,,,902.05,,,,K6DND,FMN,Ham,,Los Gatos,,oel,narcc.org,,,,
927138.000,,,,WA6FUL,,,Not Coordinated,,,,902.138,,,,WA6FUL,FMN,Ham,,Cupertino,,#oelrsx,narcc.org,,,y,y
927150.000,,,,N6NMZ,,,Coordinated,,,,902.15,,,156.7,N6NMZ,FMN,Ham,,Los Gatos,,o156.7l,narcc.org,,,,
927213.000,,,,WA6FUL,,,Not Coordinated,,,,902.213,,,,WA6FUL,FMN,Ham,,Cupertino,,#oersx,narcc.org,,,y,y
927250.000,,,,K6INC,,,Coordinated,,,,902.25,,,114.8,KD6YYJ,FMN,Ham,,Los Gatos,,o114.8elx,narcc.org,,,y,
927288.000,,,,W6JSO,,,Coordinated,,,,902.288,,,,W6JSO,FMN,Ham,,Monterey,,oelrsx,narcc.org,,,y,y
927463.000,,,,WA6JQV,,,Coordinated,,,,902.463,,,,WA6JQV,FMN,Ham,,Los Gatos,,celx,narcc.org,,,y,
927475.000,,,,WA6JQV,,,Coordinated,,,,902.475,,,,WA6JQV,FMN,Ham,,Los Gatos,,celx,narcc.org,,,y,
927638.000,,,,NC9RS,,,Coordinated,,,,902.013,,,123,nc9rs.com,FMN,Ham,,Salinas,,o123.0elx,narcc.org,,,y,
927738.000,,,,K6SNC,,,Coordinated,,,,902.738,,,100,K6WAR,FMN,Ham,,Santa Clara,,o100.0elrs,narcc.org,,,,y
927813.000,,,,N6SPB,,,Coordinated,,,,902.813,,,123,N6SPB,FMN,Ham,,San Jose,,o123.0l,narcc.org,,,,
927838.000,,,,N6MEF,,,Pending,,,,902.838,,,100,N6MEF,FMN,Ham,,Santa Clara,,#o100.0rs,narcc.org,,,,y
927863.000,,,,WW6BAY,,,Coordinated,,,,902.863,,,,Bay-Net,FMN,Ham,,Palo Alto,,oelx,narcc.org,,I:3802,y,
927900.000,,,,N6TBQ,,,Coordinated,,,,902.9,,,,LPRC,FMN,Ham,,San Jose,,ol,narcc.org,,,,
927913.000,,,,K6DND,,,Coordinated,,,,902.05,,,167.9,K6DND,FMN,Ham,,Los Gatos,,o167.9aelx,narcc.org,,,y,
927925.000,,,,W6MOW,,,Coordinated,,,,902.925,,,123,W6MOW,FMN,Ham,,Felton,,o123.0e,narcc.org,,,,
927950.000,,,,KG6UYZ,,,Coordinated,,,,902.95,,,,KG6UYZ,FMN,Ham,,Salinas,,oelx,narcc.org,,,y,
927975.000,,,,WE6R,,,Not Coordinated,,,,902.975,,,,WE6R,FMN,Ham,,Monterey,,celrs,narcc.org,,,,
1282000.000,,,,W6RLW,,,Coordinated,,,,1270,,,88.5,ARRC,FMN,Ham,,San Jose,,o88.5l,narcc.org,,,,
1282200.000,,,,W6RLW,,,Coordinated,,,,1270.2,,,88.5,ARRC,FMN,Ham,,San Jose,,o88.5lx,narcc.org,,,y,
1282500.000,,,,W6YX,,,Coordinated,,,,1270.5,,,88.5,SUARC,FMN,Ham,,Palo Alto,,o88.5elx,narcc.org,,,y,
1283000.000,,,,W6RLW,,,Coordinated,,,,1271,,,88.5,ARRC,FMN,Ham,,Saratoga,,o88.5l,narcc.org,,,,
1283100.000,,,,N6AKK,,,Not Coordinated,,,,1271.1,,,88.5,CarJack,FMN,Ham,,San Jose,,#o88.5ael,narcc.org,,,,
1283150.000,,,,W6SRI,,,Coordinated,,,,1271.15,,,100,SRI INT,FMN,Ham,,Los Altos,,o100.0ex,narcc.org,,,y,
1283400.000,,,,N6EEZ,,,Coordinated,,,,1272.4,,,94.8,N6EEZ,FMN,Ham,,San Jose,,o94.8al,narcc.org,,,,
1283550.000,,,,N6AKK,,,Not Coordinated,,,,1271.55,,,88.5,CarJack,FMN,Ham,,San Jose,,#o88.5ael,narcc.org,,,,
1283700.000,,,,WA6GFY,,,Coordinated,,,,1271.7,,,100,LMERA ARC,FMN,Ham,,San Jose,,o100.0ex,narcc.org,,,y,
1284000.000,,,,N6MBB,,,Not Coordinated,,,,1272,,,100,N6MBB,FMN,Ham,,Cupertino,,#o100.0,narcc.org,,,,
1284250.000,,,,N6SGI,,,Not Coordinated,,,,1272.25,,,88.5,SGIARC,FMN,Ham,,Mountain View,,#o88.5e,narcc.org,,,,
1284300.000,,,,N6AKB,,,Not Coordinated,,,,1272.3,,,100,N6AKB,FMN,Ham,,San Jose,,#o100.0e,narcc.org,,,,
1284850.000,,,,K6KMT,,,Not Coordinated,,,,1272.85,,,100,K6KMT,FMN,Ham,,Campbell,,#o100.0s,narcc.org,,,,
1284950.000,,,,K6BAM,,,Coordinated,,,,1272.95,,,88.5,BAMA,FMN,Ham,,Palo Alto,,o88.5ex,narcc.org,,,y,
1285000.000,,,,W6RLW,,,Coordinated,,,,1273,,,88.5,ARRC,FMN,Ham,,San Jose,,o88.5lx,narcc.org,,,y,
1285650.000,,,,W6MOW,,,Coordinated,,,,1273.65,,,110.9,MARG,FMN,Ham,,Cupertino,,o110.9l,narcc.org,,,,
1285800.000,,,,KD6AOG,,,Not Coordinated,,,,1273.8,,,127.3,KD6AOG,FMN,Ham,,San Jose,,#o127.3,narcc.org,,,,
1285950.000,,,,KU6V,,,Coordinated,,,,1273.95,,,100,KU6V,FMN,Ham,,San Jose,,o100.0aelx,narcc.org,,I:3620,y,
1286000.000,,,,N6NAC,,,Coordinated,,,,1274,,,110.9,N6NAC,FMN,Ham,,San Jose,,o110.9elx,narcc.org,,,y,
1286075.000,,,,WB6OCD,,,Not Coordinated,,,,1274.075,,,88.5,WB6OCD,FMN,Ham,,San Jose,,#o88.5aex,narcc.org,,,y,
1286150.000,,,,KD6AOG,,,Not Coordinated,,,,1274.15,,,127.3,KD6AOG,FMN,Ham,,San Jose,,#o127.3x,narcc.org,,,y,
1286200.000,,,,N6NAC,,,Coordinated,,,,1274.2,,,110.9,N6NAC,FMN,Ham,,Watsonville,,o110.9e,narcc.org,,,,
1286200.000,,,,W6PIY,,,Coordinated,,,,1274.2,,,100,WVARA,FMN,Ham,,San Jose,,o100.0aels,narcc.org,,,,y
1286325.000,,,,N6SPB,,,Coordinated,,,,1274.325,,,88.5,N6SPB,FMN,Ham,,San Jose,,o88.5l,narcc.org,,,,
1286400.000,,,,AA6IW,,,Not Coordinated,,,,1274.4,,,88.5,AA6IW,FMN,Ham,,Los Altos,,#o88.5,narcc.org,,,,
1286450.000,,,,K6MF,,,Coordinated,,,,1274.45,,,,K6MF,FMN,Ham,,San Jose,,cel,narcc.org,,,,
1286500.000,,,,W7AFG,,,Coordinated,,,,1274.5,,,173.8,AREA-Amate,FMN,Ham,,San Jose,,o173.8elrsx,narcc.org,,,y,y
1286700.000,,,,K6LY,,,Not Coordinated,,,,1274.7,,,162.2,NPSARC,FMN,Ham,,Monterey,,#o162.2es,narcc.org,,,,y
1286850.000,,,,K6GDS,,,Not Coordinated,,,,1274.85,,,88.5,K6GDS,FMN,Ham,,Santa Clara,,#o88.5,narcc.org,,,,
1287000.000,,,,K6CPU,,,Not Coordinated,,,,1275,,,88.5,IEARS,FMN,Ham,,Santa Clara,,#o88.5e,narcc.org,,,,
1287200.000,,,,KE6STH,,,Coordinated,,,,1275.2,,,88.5,KE6STH,FMN,Ham,,San Jose,,o88.5a,narcc.org,E:95278,,,
1287500.000,,,,K6UB,,,Coordinated,,,,1275.5,,,88.5,K6UB,FMN,Ham,,Saratoga,,o88.5el,narcc.org,,I:3610,,
1287700.000,,,,W6RLW,,,Coordinated,,,,1275.7,,,88.5,ARRC,FMN,Ham,,San Jose,,o88.5lx,narcc.org,,,y,
1292520.000,,,,KW6KW,,,Not Coordinated,,,,1272.52,,,,KW6KW,FMN,Ham,,Cupertino,,#oe,narcc.org,,,,
1292550.000,,,,WA6ITV,,,Not Coordinated,,,,1272.55,,,88.5,WA6ITV,FMN,Ham,,Palo Alto,,#o88.5,narcc.org,,,,
